model,config,problem,topic,outcome,passed,compiled,error_kind,mismatches,iterations,finished,tool_calls,compile_calls,rag_calls,llm_calls,prompt_tokens,completion_tokens,total_tokens,wall_seconds,agent_error
gemma4_26b_a4b,fix_oneshot,always_casez#1,combinational,pass,1,1,,0,1,1,0,0,0,1,448,6417,6865,380.212,
gemma4_26b_a4b,fix_oneshot,always_casez#2,combinational,truncated,0,0,,,1,1,0,0,0,1,347,8192,8539,486.271,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,always_if#0,combinational,pass,1,1,,0,1,1,0,0,0,1,311,2222,2533,130.675,
gemma4_26b_a4b,fix_oneshot,always_if#1,combinational,functional_mismatch,0,1,,114,1,1,0,0,0,1,319,1223,1542,71.876,
gemma4_26b_a4b,fix_oneshot,always_if#2,combinational,functional_mismatch,0,1,,114,1,1,0,0,0,1,331,2817,3148,165.985,
gemma4_26b_a4b,fix_oneshot,always_if#3,combinational,pass,1,1,,0,1,1,0,0,0,1,338,6223,6561,368.945,
gemma4_26b_a4b,fix_oneshot,always_if#4,combinational,pass,1,1,,0,1,1,0,0,0,1,322,2785,3107,164.418,
gemma4_26b_a4b,fix_oneshot,always_if2#0,combinational,truncated,0,0,,,1,1,0,0,0,1,494,8192,8686,486.722,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,always_if2#1,combinational,truncated,0,0,,,1,1,0,0,0,1,485,8192,8677,487.333,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,always_if2#2,combinational,pass,1,1,,0,1,1,0,0,0,1,506,3719,4225,222.863,
gemma4_26b_a4b,fix_oneshot,always_nolatches#0,sequential,pass,1,1,,0,1,1,0,0,0,1,553,2962,3515,178.069,
gemma4_26b_a4b,fix_oneshot,always_nolatches#1,sequential,pass,1,1,,0,1,1,0,0,0,1,603,3137,3740,187.104,
gemma4_26b_a4b,fix_oneshot,always_nolatches#2,sequential,pass,1,1,,0,1,1,0,0,0,1,495,3742,4237,222.547,
gemma4_26b_a4b,fix_oneshot,always_nolatches#3,sequential,pass,1,1,,0,1,1,0,0,0,1,548,5266,5814,310.857,
gemma4_26b_a4b,fix_oneshot,always_nolatches#4,sequential,pass,1,1,,0,1,1,0,0,0,1,527,4228,4755,250.868,
gemma4_26b_a4b,fix_oneshot,always_nolatches#5,sequential,functional_mismatch,0,1,,30017,1,1,0,0,0,1,495,3024,3519,179.111,
gemma4_26b_a4b,fix_oneshot,alwaysblock1#0,combinational,pass,1,1,,0,1,1,0,0,0,1,234,1112,1346,65.23,
gemma4_26b_a4b,fix_oneshot,andgate#0,combinational,pass,1,1,,0,1,1,0,0,0,1,189,1028,1217,60.573,
gemma4_26b_a4b,fix_oneshot,andgate#1,combinational,pass,1,1,,0,1,1,0,0,0,1,190,795,985,47.093,
gemma4_26b_a4b,fix_oneshot,bugs_addsubz#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,507,3431,3938,202.347,
gemma4_26b_a4b,fix_oneshot,bugs_addsubz#1,arithmetic,pass,1,1,,0,1,1,0,0,0,1,453,3500,3953,206.224,
gemma4_26b_a4b,fix_oneshot,bugs_addsubz#2,arithmetic,pass,1,1,,0,1,1,0,0,0,1,468,3151,3619,184.966,
gemma4_26b_a4b,fix_oneshot,bugs_case#0,combinational,pass,1,1,,0,1,1,0,0,0,1,599,3665,4264,214.287,
gemma4_26b_a4b,fix_oneshot,bugs_case#1,combinational,pass,1,1,,0,1,1,0,0,0,1,606,4398,5004,255.336,
gemma4_26b_a4b,fix_oneshot,bugs_case#2,combinational,pass,1,1,,0,1,1,0,0,0,1,561,4189,4750,244.114,
gemma4_26b_a4b,fix_oneshot,bugs_case#3,combinational,pass,1,1,,0,1,1,0,0,0,1,608,3759,4367,217.911,
gemma4_26b_a4b,fix_oneshot,bugs_case#4,combinational,pass,1,1,,0,1,1,0,0,0,1,620,4309,4929,253.216,
gemma4_26b_a4b,fix_oneshot,bugs_mux2#0,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,323,3400,3723,199.28,
gemma4_26b_a4b,fix_oneshot,bugs_mux2#1,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,340,2182,2522,126.578,
gemma4_26b_a4b,fix_oneshot,bugs_mux2#2,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,300,2406,2706,140.252,
gemma4_26b_a4b,fix_oneshot,bugs_mux2#3,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,302,2765,3067,162.946,
gemma4_26b_a4b,fix_oneshot,bugs_mux2#4,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,314,3532,3846,208.523,
gemma4_26b_a4b,fix_oneshot,circuit1#0,combinational,pass,1,1,,0,1,1,0,0,0,1,460,710,1170,43.109,
gemma4_26b_a4b,fix_oneshot,circuit4#0,combinational,pass,1,1,,0,1,1,0,0,0,1,512,4342,4854,256.389,
gemma4_26b_a4b,fix_oneshot,circuit5#0,combinational,pass,1,1,,0,1,1,0,0,0,1,690,4033,4723,237.48,
gemma4_26b_a4b,fix_oneshot,circuit5#1,combinational,pass,1,1,,0,1,1,0,0,0,1,723,3513,4236,206.029,
gemma4_26b_a4b,fix_oneshot,circuit5#2,combinational,pass,1,1,,0,1,1,0,0,0,1,706,5357,6063,314.059,
gemma4_26b_a4b,fix_oneshot,circuit5#3,combinational,pass,1,1,,0,1,1,0,0,0,1,1243,8123,9366,479.974,
gemma4_26b_a4b,fix_oneshot,circuit6#0,combinational,pass,1,1,,0,1,1,0,0,0,1,662,3232,3894,189.998,
gemma4_26b_a4b,fix_oneshot,circuit6#1,combinational,pass,1,1,,0,1,1,0,0,0,1,649,5867,6516,344.298,
gemma4_26b_a4b,fix_oneshot,circuit6#2,combinational,pass,1,1,,0,1,1,0,0,0,1,795,5970,6765,355.216,
gemma4_26b_a4b,fix_oneshot,circuit6#3,combinational,pass,1,1,,0,1,1,0,0,0,1,768,3297,4065,194.208,
gemma4_26b_a4b,fix_oneshot,circuit6#4,combinational,pass,1,1,,0,1,1,0,0,0,1,747,3287,4034,194.044,
gemma4_26b_a4b,fix_oneshot,circuit6#5,combinational,pass,1,1,,0,1,1,0,0,0,1,764,4323,5087,255.207,
gemma4_26b_a4b,fix_oneshot,circuit9#0,sequential,pass,1,1,,0,1,1,0,0,0,1,589,5095,5684,303.39,
gemma4_26b_a4b,fix_oneshot,conditional#0,combinational,pass,1,1,,0,1,1,0,0,0,1,298,3525,3823,212.224,
gemma4_26b_a4b,fix_oneshot,counter_2bc#0,sequential,pass,1,1,,0,1,1,0,0,0,1,411,3513,3924,210.153,
gemma4_26b_a4b,fix_oneshot,dualedge#0,sequential,pass,1,1,,0,1,1,0,0,0,1,357,1441,1798,86.67,
gemma4_26b_a4b,fix_oneshot,ece241_2013_q12#0,sequential,pass,1,1,,0,1,1,0,0,0,1,929,5751,6680,341.856,
gemma4_26b_a4b,fix_oneshot,ece241_2013_q12#1,sequential,pass,1,1,,0,1,1,0,0,0,1,547,5541,6088,328.971,
gemma4_26b_a4b,fix_oneshot,ece241_2013_q8#0,fsm,pass,1,1,,0,1,1,0,0,0,1,899,3780,4679,223.479,
gemma4_26b_a4b,fix_oneshot,ece241_2014_q3#0,kmap_logic,truncated,0,0,,,1,1,0,0,0,1,877,8192,9069,486.827,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,ece241_2014_q3#1,kmap_logic,truncated,0,0,,,1,1,0,0,0,1,739,8192,8931,486.751,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,edgecapture#0,sequential,functional_mismatch,0,1,,91,1,1,0,0,0,1,267,1994,2261,116.095,
gemma4_26b_a4b,fix_oneshot,edgecapture#1,sequential,functional_mismatch,0,1,,91,1,1,0,0,0,1,259,3186,3445,186.889,
gemma4_26b_a4b,fix_oneshot,edgedetect#0,combinational,pass,1,1,,0,1,1,0,0,0,1,276,2614,2890,155.457,
gemma4_26b_a4b,fix_oneshot,edgedetect2#0,combinational,pass,1,1,,0,1,1,0,0,0,1,270,5138,5408,305.736,
gemma4_26b_a4b,fix_oneshot,fadd#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,339,6786,7125,404.24,
gemma4_26b_a4b,fix_oneshot,fsm2#0,fsm,pass,1,1,,0,1,1,0,0,0,1,554,3683,4237,218.658,
gemma4_26b_a4b,fix_oneshot,fsm3comb#0,fsm,pass,1,1,,0,1,1,0,0,0,1,587,3952,4539,235.351,
gemma4_26b_a4b,fix_oneshot,fsm3comb#1,fsm,truncated,0,0,,,1,1,0,0,0,1,576,8192,8768,487.355,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,fsm3onehot#0,fsm,pass,1,1,,0,1,1,0,0,0,1,945,8100,9045,482.375,
gemma4_26b_a4b,fix_oneshot,fsm3onehot#1,fsm,pass,1,1,,0,1,1,0,0,0,1,975,8002,8977,475.156,
gemma4_26b_a4b,fix_oneshot,fsm3onehot#2,fsm,pass,1,1,,0,1,1,0,0,0,1,950,6691,7641,397.385,
gemma4_26b_a4b,fix_oneshot,fsm3onehot#3,fsm,truncated,0,0,,,1,1,0,0,0,1,990,8192,9182,485.768,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,fsm3s#0,fsm,pass,1,1,,0,1,1,0,0,0,1,612,3878,4490,230.276,
gemma4_26b_a4b,fix_oneshot,gates#0,combinational,pass,1,1,,0,1,1,0,0,0,1,781,1305,2086,76.421,
gemma4_26b_a4b,fix_oneshot,gates100#0,combinational,pass,1,1,,0,1,1,0,0,0,1,477,1048,1525,62.309,
gemma4_26b_a4b,fix_oneshot,gates100#1,combinational,pass,1,1,,0,1,1,0,0,0,1,519,1093,1612,65.057,
gemma4_26b_a4b,fix_oneshot,gatesv#0,combinational,pass,1,1,,0,1,1,0,0,0,1,714,4441,5155,262.673,
gemma4_26b_a4b,fix_oneshot,gatesv100#0,combinational,pass,1,1,,0,1,1,0,0,0,1,758,4620,5378,273.622,
gemma4_26b_a4b,fix_oneshot,gatesv100#1,combinational,pass,1,1,,0,1,1,0,0,0,1,737,5924,6661,349.694,
gemma4_26b_a4b,fix_oneshot,gatesv100#2,combinational,pass,1,1,,0,1,1,0,0,0,1,731,5215,5946,307.183,
gemma4_26b_a4b,fix_oneshot,kmap2#0,kmap_logic,truncated,0,0,,,1,1,0,0,0,1,319,8192,8511,482.845,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,kmap3#0,arithmetic,truncated,0,0,,,1,1,0,0,0,1,326,8192,8518,484.966,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,kmap4#0,kmap_logic,pass,1,1,,0,1,1,0,0,0,1,308,7051,7359,417.807,
gemma4_26b_a4b,fix_oneshot,lemmings1#0,fsm,pass,1,1,,0,1,1,0,0,0,1,781,4214,4995,248.834,
gemma4_26b_a4b,fix_oneshot,lfsr5#0,sequential,truncated,0,0,,,1,1,0,0,0,1,501,8192,8693,488.108,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,lfsr5#1,sequential,truncated,0,0,,,1,1,0,0,0,1,522,8192,8714,488.211,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,lfsr5#2,sequential,truncated,0,0,,,1,1,0,0,0,1,519,8192,8711,488.537,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,m2014_q3#0,arithmetic,truncated,0,0,,,1,1,0,0,0,1,550,8192,8742,489.501,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,m2014_q4a#0,sequential,pass,1,1,,0,1,1,0,0,0,1,221,3305,3526,197.474,
gemma4_26b_a4b,fix_oneshot,m2014_q4a#1,sequential,pass,1,1,,0,1,1,0,0,0,1,234,1817,2051,109.836,
gemma4_26b_a4b,fix_oneshot,m2014_q4f#0,combinational,pass,1,1,,0,1,1,0,0,0,1,257,861,1118,52.726,
gemma4_26b_a4b,fix_oneshot,m2014_q4g#0,combinational,pass,1,1,,0,1,1,0,0,0,1,279,1691,1970,102.67,
gemma4_26b_a4b,fix_oneshot,m2014_q4g#1,combinational,pass,1,1,,0,1,1,0,0,0,1,370,1964,2334,119.25,
gemma4_26b_a4b,fix_oneshot,m2014_q4h#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,203,793,996,47.905,
gemma4_26b_a4b,fix_oneshot,m2014_q4i#0,combinational,pass,1,1,,0,1,1,0,0,0,1,200,866,1066,52.306,
gemma4_26b_a4b,fix_oneshot,m2014_q4j#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,227,2167,2394,130.326,
gemma4_26b_a4b,fix_oneshot,m2014_q6c#0,fsm,truncated,0,0,,,1,1,0,0,0,1,551,8192,8743,488.458,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,m2014_q6c#1,fsm,truncated,0,0,,,1,1,0,0,0,1,707,8192,8899,488.816,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,m2014_q6c#2,fsm,truncated,0,0,,,1,1,0,0,0,1,472,8192,8664,488.762,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,mt2015_eq2#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,276,4640,4916,273.936,
gemma4_26b_a4b,fix_oneshot,mt2015_eq2#1,arithmetic,pass,1,1,,0,1,1,0,0,0,1,251,1930,2181,114.965,
gemma4_26b_a4b,fix_oneshot,mt2015_muxdff#0,sequential,truncated,0,0,,,1,1,0,0,0,1,998,8192,9190,490.202,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,mt2015_muxdff#1,sequential,truncated,0,0,,,1,1,0,0,0,1,848,8192,9040,490.481,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,mt2015_q4#0,combinational,truncated,0,0,,,1,1,0,0,0,1,817,8192,9009,490.898,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,mt2015_q4#1,combinational,truncated,0,0,,,1,1,0,0,0,1,586,8192,8778,490.91,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,mt2015_q4a#0,other,pass,1,1,,0,1,1,0,0,0,1,213,1040,1253,62.11,
gemma4_26b_a4b,fix_oneshot,mt2015_q4b#0,combinational,pass,1,1,,0,1,1,0,0,0,1,459,5799,6258,349.8,
gemma4_26b_a4b,fix_oneshot,mt2015_q4b#1,combinational,pass,1,1,,0,1,1,0,0,0,1,512,3669,4181,220.666,
gemma4_26b_a4b,fix_oneshot,mux256to1v#0,combinational,pass,1,1,,0,1,1,0,0,0,1,326,1118,1444,67.702,
gemma4_26b_a4b,fix_oneshot,mux256to1v#1,combinational,pass,1,1,,0,1,1,0,0,0,1,370,2314,2684,140.317,
gemma4_26b_a4b,fix_oneshot,mux2to1#0,combinational,pass,1,1,,0,1,1,0,0,0,1,344,1003,1347,61.467,
gemma4_26b_a4b,fix_oneshot,mux2to1#1,combinational,pass,1,1,,0,1,1,0,0,0,1,350,1338,1688,80.802,
gemma4_26b_a4b,fix_oneshot,mux2to1v#0,combinational,pass,1,1,,0,1,1,0,0,0,1,369,1971,2340,116.997,
gemma4_26b_a4b,fix_oneshot,mux2to1v#1,combinational,pass,1,1,,0,1,1,0,0,0,1,237,2792,3029,164.387,
gemma4_26b_a4b,fix_oneshot,norgate#0,combinational,pass,1,1,,0,1,1,0,0,0,1,251,2748,2999,161.299,
gemma4_26b_a4b,fix_oneshot,norgate#1,combinational,pass,1,1,,0,1,1,0,0,0,1,185,1873,2058,110.279,
gemma4_26b_a4b,fix_oneshot,notgate#0,combinational,pass,1,1,,0,1,1,0,0,0,1,174,2045,2219,119.452,
gemma4_26b_a4b,fix_oneshot,notgate#1,combinational,pass,1,1,,0,1,1,0,0,0,1,183,696,879,41.204,
gemma4_26b_a4b,fix_oneshot,notgate#2,combinational,pass,1,1,,0,1,1,0,0,0,1,177,422,599,25.585,
gemma4_26b_a4b,fix_oneshot,popcount255#0,combinational,pass,1,1,,0,1,1,0,0,0,1,298,3594,3892,210.897,
gemma4_26b_a4b,fix_oneshot,popcount255#1,combinational,pass,1,1,,0,1,1,0,0,0,1,282,2829,3111,165.943,
gemma4_26b_a4b,fix_oneshot,popcount3#0,combinational,pass,1,1,,0,1,1,0,0,0,1,335,4693,5028,275.378,
gemma4_26b_a4b,fix_oneshot,reduction#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,304,988,1292,58.375,
gemma4_26b_a4b,fix_oneshot,reduction#1,arithmetic,pass,1,1,,0,1,1,0,0,0,1,250,1759,2009,103.058,
gemma4_26b_a4b,fix_oneshot,review2015_fsmshift#0,fsm,pass,1,1,,0,1,1,0,0,0,1,573,4868,5441,286.94,
gemma4_26b_a4b,fix_oneshot,rule110#0,combinational,truncated,0,0,,,1,1,0,0,0,1,589,8192,8781,486.862,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,rule110#1,combinational,truncated,0,0,,,1,1,0,0,0,1,669,8192,8861,487.076,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,rule110#2,combinational,truncated,0,0,,,1,1,0,0,0,1,674,8192,8866,486.906,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,rule110#3,combinational,truncated,0,0,,,1,1,0,0,0,1,680,8192,8872,487.705,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,shift18#0,sequential,pass,1,1,,0,1,1,0,0,0,1,552,3795,4347,223.882,
gemma4_26b_a4b,fix_oneshot,step_one#0,combinational,pass,1,1,,0,1,1,0,0,0,1,195,776,971,45.574,
gemma4_26b_a4b,fix_oneshot,timer#0,sequential,truncated,0,0,,,1,1,0,0,0,1,437,8192,8629,488.228,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,vector0#0,combinational,pass,1,1,,0,1,1,0,0,0,1,488,1791,2279,106.973,
gemma4_26b_a4b,fix_oneshot,vector100r#0,combinational,pass,1,1,,0,1,1,0,0,0,1,256,2776,3032,167.057,
gemma4_26b_a4b,fix_oneshot,vector100r#1,combinational,pass,1,1,,0,1,1,0,0,0,1,225,2183,2408,131.086,
gemma4_26b_a4b,fix_oneshot,vector2#0,combinational,pass,1,1,,0,1,1,0,0,0,1,527,4427,4954,265.319,
gemma4_26b_a4b,fix_oneshot,vector3#2,combinational,functional_mismatch,0,1,,126,1,1,0,0,0,1,653,3919,4572,233.698,
gemma4_26b_a4b,fix_oneshot,vector4#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,342,1975,2317,118.711,
gemma4_26b_a4b,fix_oneshot,vector5#0,combinational,truncated,0,0,,,1,1,0,0,0,1,346,8192,8538,452.832,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,vectorgates#0,combinational,pass,1,1,,0,1,1,0,0,0,1,491,1857,2348,110.463,
gemma4_26b_a4b,fix_oneshot,vectorr#0,combinational,pass,1,1,,0,1,1,0,0,0,1,230,4056,4286,238.657,
gemma4_26b_a4b,fix_oneshot,vectorr#1,combinational,pass,1,1,,0,1,1,0,0,0,1,224,3323,3547,195.572,
gemma4_26b_a4b,fix_oneshot,vectorr#2,combinational,compile_error,0,0,other_elaboration_error,,1,1,0,0,0,1,174,4188,4362,251.846,
gemma4_26b_a4b,fix_oneshot,vectorr#3,combinational,pass,1,1,,0,1,1,0,0,0,1,233,3241,3474,191.069,
gemma4_26b_a4b,fix_oneshot,vectorr#4,combinational,pass,1,1,,0,1,1,0,0,0,1,732,4892,5624,281.106,
gemma4_26b_a4b,fix_oneshot,vectorr#5,combinational,truncated,0,0,,,1,1,0,0,0,1,309,8192,8501,332.217,response truncated at max_tokens
gemma4_26b_a4b,fix_oneshot,wire#0,combinational,pass,1,1,,0,1,1,0,0,0,1,455,1267,1722,74.568,
gemma4_26b_a4b,fix_oneshot,wire#1,combinational,pass,1,1,,0,1,1,0,0,0,1,184,579,763,34.73,
gemma4_26b_a4b,fix_oneshot,wire4#0,combinational,pass,1,1,,0,1,1,0,0,0,1,408,944,1352,60.209,
gemma4_26b_a4b,fix_oneshot,xnorgate#0,combinational,pass,1,1,,0,1,1,0,0,0,1,168,1012,1180,65.361,
gemma4_26b_a4b,fix_oneshot,zero#0,other,pass,1,1,,0,1,1,0,0,0,1,174,772,946,50.477,
gemma4_26b_a4b,fix_react_compiler,2012_q2b#0,fsm,pass,1,1,,0,2,0,1,1,0,2,1796,14651,16447,885.737,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,2012_q2b#1,fsm,truncated,0,0,,,1,0,0,0,0,1,696,8192,8888,495.169,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,2013_q2bfsm#0,fsm,pass,1,1,,0,2,1,1,1,0,2,3525,7134,10659,430.575,
gemma4_26b_a4b,fix_react_compiler,2013_q2bfsm#1,fsm,truncated,0,0,,,1,0,0,0,0,1,1333,8192,9525,495.169,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,2013_q2bfsm#2,fsm,pass,1,1,,0,3,1,2,2,0,3,5244,7388,12632,446.706,
gemma4_26b_a4b,fix_react_compiler,always_case#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1557,1211,2768,75.247,
gemma4_26b_a4b,fix_react_compiler,always_case#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1555,1514,3069,94.125,
gemma4_26b_a4b,fix_react_compiler,always_case#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1476,1287,2763,80.311,
gemma4_26b_a4b,fix_react_compiler,always_case#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1769,1554,3323,92.511,
gemma4_26b_a4b,fix_react_compiler,always_case2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1953,4563,6516,270.833,
gemma4_26b_a4b,fix_react_compiler,always_case2#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1945,2148,4093,126.826,
gemma4_26b_a4b,fix_react_compiler,always_case2#2,combinational,pass,1,1,,0,2,0,1,1,0,2,1624,11700,13324,705.912,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,always_case2#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1609,12099,13708,735.029,
gemma4_26b_a4b,fix_react_compiler,always_casez#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1588,5194,6782,313.842,
gemma4_26b_a4b,fix_react_compiler,always_casez#1,combinational,pass,1,1,,0,4,1,3,3,0,4,4089,8911,13000,543.921,
gemma4_26b_a4b,fix_react_compiler,always_casez#2,combinational,truncated,0,0,,,1,0,0,0,0,1,592,8192,8784,497.589,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler,always_if#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1277,2271,3548,134.008,
gemma4_26b_a4b,fix_react_compiler,always_if#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1395,1823,3218,107.193,
gemma4_26b_a4b,fix_react_compiler,always_if#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1327,2347,3674,143.507,
gemma4_26b_a4b,fix_react_compiler,always_if#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1348,1918,3266,118.497,
gemma4_26b_a4b,fix_react_compiler,always_if#4,combinational,pass,1,1,,0,2,1,1,1,0,2,1299,1265,2564,77.582,
gemma4_26b_a4b,fix_react_compiler,always_if2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1859,2358,4217,146.035,
gemma4_26b_a4b,fix_react_compiler,always_if2#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1636,5177,6813,322.573,
gemma4_26b_a4b,fix_react_compiler,always_if2#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1867,2058,3925,123.825,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#0,sequential,pass,1,1,,0,2,1,1,1,0,2,1768,950,2718,60.746,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#1,sequential,pass,1,1,,0,2,1,1,1,0,2,2012,1928,3940,123.36,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#2,sequential,pass,1,1,,0,2,1,1,1,0,2,1685,1482,3167,94.668,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#3,sequential,pass,1,1,,0,2,1,1,1,0,2,1921,1520,3441,96.549,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#4,sequential,pass,1,1,,0,2,1,1,1,0,2,1749,2030,3779,129.171,
gemma4_26b_a4b,fix_react_compiler,always_nolatches#5,sequential,pass,1,1,,0,2,1,1,1,0,2,1688,1484,3172,94.967,
gemma4_26b_a4b,fix_react_compiler,alwaysblock1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1169,826,1995,53.608,
gemma4_26b_a4b,fix_react_compiler,andgate#0,combinational,pass,1,1,,0,2,1,1,1,0,2,948,947,1895,59.962,
gemma4_26b_a4b,fix_react_compiler,andgate#1,combinational,pass,1,1,,0,2,1,1,1,0,2,950,612,1562,38.7,
gemma4_26b_a4b,fix_react_compiler,bugs_addsubz#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1665,2103,3768,129.236,
gemma4_26b_a4b,fix_react_compiler,bugs_addsubz#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1574,1516,3090,94.074,
gemma4_26b_a4b,fix_react_compiler,bugs_addsubz#2,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1634,2228,3862,136.442,
gemma4_26b_a4b,fix_react_compiler,bugs_case#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2070,2277,4347,139.944,
gemma4_26b_a4b,fix_react_compiler,bugs_case#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2084,2282,4366,140.345,
gemma4_26b_a4b,fix_react_compiler,bugs_case#2,combinational,pass,1,1,,0,2,1,1,1,0,2,1878,2188,4066,133.437,
